Código Departamento;Código Municipio;Código Centro Poblado;Nombre Departamento;Nombre Municipio;Nombre Centro Poblado
44;44001;44001035;LA GUAJIRA;RIOHACHA;JUAN Y MEDIO
44;44001;44001036;LA GUAJIRA;RIOHACHA;LA ARENA
44;44001;44001040;LA GUAJIRA;RIOHACHA;PUENTE BOMBA
44;44035;44035000;LA GUAJIRA;ALBANIA;ALBANIA
44;44035;44035001;LA GUAJIRA;ALBANIA;CUESTECITAS
44;44035;44035002;LA GUAJIRA;ALBANIA;HUAREUAREN
44;44035;44035003;LA GUAJIRA;ALBANIA;LOS REMEDIOS
44;44078;44078000;LA GUAJIRA;BARRANCAS;BARRANCAS
44;44078;44078001;LA GUAJIRA;BARRANCAS;CARRETALITO
44;44078;44078003;LA GUAJIRA;BARRANCAS;LAGUNITA
44;44078;44078005;LA GUAJIRA;BARRANCAS;OREGANAL VIEJO
44;44078;44078006;LA GUAJIRA;BARRANCAS;PAPAYAL
44;44078;44078007;LA GUAJIRA;BARRANCAS;ROCHE
44;44078;44078008;LA GUAJIRA;BARRANCAS;SAN PEDRO
44;44078;44078009;LA GUAJIRA;BARRANCAS;GUAYACANAL
44;44078;44078010;LA GUAJIRA;BARRANCAS;GUACAMAYAL
44;44078;44078011;LA GUAJIRA;BARRANCAS;POZO HONDO
44;44078;44078014;LA GUAJIRA;BARRANCAS;PATILLA
44;44078;44078015;LA GUAJIRA;BARRANCAS;CHANCLETA
44;44078;44078016;LA GUAJIRA;BARRANCAS;LAS CASITAS
44;44090;44090000;LA GUAJIRA;DIBULLA;DIBULLA
44;44090;44090001;LA GUAJIRA;DIBULLA;LA PUNTA DE LOS REMEDIOS
44;44090;44090002;LA GUAJIRA;DIBULLA;LAS FLORES
44;44090;44090003;LA GUAJIRA;DIBULLA;MINGUEO
44;44090;44090004;LA GUAJIRA;DIBULLA;PALOMINO
44;44090;44090005;LA GUAJIRA;DIBULLA;CAMPANA NUEVO
44;44090;44090006;LA GUAJIRA;DIBULLA;RÍO ANCHO
44;44098;44098000;LA GUAJIRA;DISTRACCIÓN;DISTRACCIÓN
44;44098;44098001;LA GUAJIRA;DISTRACCIÓN;BUENAVISTA
44;44098;44098002;LA GUAJIRA;DISTRACCIÓN;CHORRERAS
44;44098;44098005;LA GUAJIRA;DISTRACCIÓN;LA DUDA
44;44098;44098008;LA GUAJIRA;DISTRACCIÓN;LOS HORNITOS
44;44098;44098011;LA GUAJIRA;DISTRACCIÓN;POTRERITO
44;44110;44110000;LA GUAJIRA;EL MOLINO;EL MOLINO
44;44279;44279000;LA GUAJIRA;FONSECA;FONSECA
44;44279;44279002;LA GUAJIRA;FONSECA;CONEJO
44;44279;44279005;LA GUAJIRA;FONSECA;EL HATICO
44;44279;44279006;LA GUAJIRA;FONSECA;SITIONUEVO
44;44279;44279007;LA GUAJIRA;FONSECA;CARDONAL
44;44279;44279008;LA GUAJIRA;FONSECA;BANGAÑITAS
44;44279;44279011;LA GUAJIRA;FONSECA;EL CONFUSO
44;44279;44279013;LA GUAJIRA;FONSECA;LOS ALTOS
44;44279;44279014;LA GUAJIRA;FONSECA;QUEBRACHAL
44;44279;44279015;LA GUAJIRA;FONSECA;POTRERITO
44;44279;44279016;LA GUAJIRA;FONSECA;GUAMACHAL
44;44279;44279018;LA GUAJIRA;FONSECA;CAÑABOBA
44;44279;44279019;LA GUAJIRA;FONSECA;PONDORES
44;44279;44279020;LA GUAJIRA;FONSECA;SABANETA
44;44279;44279021;LA GUAJIRA;FONSECA;TRIGO
44;44378;44378000;LA GUAJIRA;HATONUEVO;HATONUEVO
44;44378;44378001;LA GUAJIRA;HATONUEVO;TABACO
44;44378;44378002;LA GUAJIRA;HATONUEVO;CERRO ALTO
44;44378;44378003;LA GUAJIRA;HATONUEVO;EL PARAÍSO
44;44378;44378004;LA GUAJIRA;HATONUEVO;EL POZO
44;44378;44378005;LA GUAJIRA;HATONUEVO;GUAIMARITO
44;44378;44378006;LA GUAJIRA;HATONUEVO;GUAMACHITO
44;44378;44378007;LA GUAJIRA;HATONUEVO;LA CRUZ
44;44378;44378008;LA GUAJIRA;HATONUEVO;LA GLORIA
44;44378;44378009;LA GUAJIRA;HATONUEVO;LA LOMITA
44;44420;44420000;LA GUAJIRA;LA JAGUA DEL PILAR;LA JAGUA DEL PILAR
44;44420;44420001;LA GUAJIRA;LA JAGUA DEL PILAR;EL PLAN
44;44430;44430000;LA GUAJIRA;MAICAO;MAICAO
44;44430;44430002;LA GUAJIRA;MAICAO;CARRAIPÍA
44;44430;44430004;LA GUAJIRA;MAICAO;IPAPURE
44;44430;44430005;LA GUAJIRA;MAICAO;LA PAZ
44;44430;44430006;LA GUAJIRA;MAICAO;LA MAJAYURA
44;44430;44430007;LA GUAJIRA;MAICAO;PARAGUACHÓN
44;44430;44430010;LA GUAJIRA;MAICAO;MARAÑAMANA
44;44430;44430011;LA GUAJIRA;MAICAO;LA ARENA
44;44430;44430012;LA GUAJIRA;MAICAO;EL LIMONCITO
44;44430;44430013;LA GUAJIRA;MAICAO;YOTOJOROY
44;44430;44430014;LA GUAJIRA;MAICAO;GARRAPATERO
44;44430;44430015;LA GUAJIRA;MAICAO;MAKU
44;44430;44430016;LA GUAJIRA;MAICAO;SANTA CRUZ
44;44430;44430017;LA GUAJIRA;MAICAO;SANTA ROSA
44;44560;44560000;LA GUAJIRA;MANAURE;MANAURE
44;44560;44560001;LA GUAJIRA;MANAURE;ARÉMASAHIN
44;44560;44560002;LA GUAJIRA;MANAURE;MUSICHI
44;44560;44560003;LA GUAJIRA;MANAURE;EL PÁJARO
44;44560;44560005;LA GUAJIRA;MANAURE;SANTA ROSA
44;44560;44560006;LA GUAJIRA;MANAURE;SHIRURE
44;44560;44560007;LA GUAJIRA;MANAURE;MAYAPO
44;44560;44560008;LA GUAJIRA;MANAURE;MANZANA
44;44560;44560009;LA GUAJIRA;MANAURE;LA GLORIA
44;44560;44560010;LA GUAJIRA;MANAURE;LA PAZ
44;44650;44650000;LA GUAJIRA;SAN JUAN DEL CESAR;SAN JUAN DEL CESAR
44;44650;44650001;LA GUAJIRA;SAN JUAN DEL CESAR;CAÑAVERALES
44;44650;44650002;LA GUAJIRA;SAN JUAN DEL CESAR;CARACOLÍ
44;44650;44650003;LA GUAJIRA;SAN JUAN DEL CESAR;CORRAL DE PIEDRA
44;44650;44650004;LA GUAJIRA;SAN JUAN DEL CESAR;EL HATICO DE LOS INDIOS
44;44650;44650005;LA GUAJIRA;SAN JUAN DEL CESAR;EL TABLAZO
44;44650;44650006;LA GUAJIRA;SAN JUAN DEL CESAR;EL TOTUMO
44;44650;44650007;LA GUAJIRA;SAN JUAN DEL CESAR;GUAYACANAL
44;44650;44650008;LA GUAJIRA;SAN JUAN DEL CESAR;LA JUNTA
44;44650;44650009;LA GUAJIRA;SAN JUAN DEL CESAR;LA PEÑA
44;44650;44650010;LA GUAJIRA;SAN JUAN DEL CESAR;LA SIERRITA
44;44650;44650011;LA GUAJIRA;SAN JUAN DEL CESAR;LOS HATICOS
44;44650;44650012;LA GUAJIRA;SAN JUAN DEL CESAR;LOS PONDORES
44;44650;44650013;LA GUAJIRA;SAN JUAN DEL CESAR;ZAMBRANO
44;44650;44650014;LA GUAJIRA;SAN JUAN DEL CESAR;CORRALEJAS
44;44650;44650015;LA GUAJIRA;SAN JUAN DEL CESAR;LA PEÑA DE LOS INDIOS
44;44650;44650016;LA GUAJIRA;SAN JUAN DEL CESAR;PONDORITOS
44;44650;44650017;LA GUAJIRA;SAN JUAN DEL CESAR;VILLA DEL RÍO
44;44650;44650018;LA GUAJIRA;SAN JUAN DEL CESAR;LAGUNITA
44;44650;44650019;LA GUAJIRA;SAN JUAN DEL CESAR;LOS POZOS
44;44650;44650020;LA GUAJIRA;SAN JUAN DEL CESAR;POTRERITO
44;44650;44650021;LA GUAJIRA;SAN JUAN DEL CESAR;CURAZAO
44;44650;44650022;LA GUAJIRA;SAN JUAN DEL CESAR;BOCA DEL MONTE
44;44650;44650023;LA GUAJIRA;SAN JUAN DEL CESAR;LOS CARDONES
44;44650;44650024;LA GUAJIRA;SAN JUAN DEL CESAR;EL PLACER
44;44847;44847000;LA GUAJIRA;URIBIA;URIBIA
44;44847;44847002;LA GUAJIRA;URIBIA;BAHÍA HONDA
44;44847;44847003;LA GUAJIRA;URIBIA;CABO DE LA VELA
44;44847;44847004;LA GUAJIRA;URIBIA;CARRIZAL
44;44847;44847005;LA GUAJIRA;URIBIA;CASTILLETES
44;44847;44847006;LA GUAJIRA;URIBIA;CASUSO
44;44847;44847007;LA GUAJIRA;URIBIA;EL CARDÓN
44;44847;44847009;LA GUAJIRA;URIBIA;GUIMPESI
44;44847;44847010;LA GUAJIRA;URIBIA;JARARA
44;44847;44847012;LA GUAJIRA;URIBIA;NAZARETH
44;44847;44847013;LA GUAJIRA;URIBIA;PUERTO ESTRELLA
44;44847;44847014;LA GUAJIRA;URIBIA;PUERTO LÓPEZ
44;44847;44847015;LA GUAJIRA;URIBIA;RANCHO GRANDE
44;44847;44847017;LA GUAJIRA;URIBIA;TAPARAJÍN
44;44847;44847018;LA GUAJIRA;URIBIA;TAROA
44;44847;44847020;LA GUAJIRA;URIBIA;IRRAIPA
44;44847;44847021;LA GUAJIRA;URIBIA;GUARERPA
44;44847;44847023;LA GUAJIRA;URIBIA;PORCHINA
44;44847;44847024;LA GUAJIRA;URIBIA;TAGUAIRA
44;44847;44847025;LA GUAJIRA;URIBIA;JONJONCITO
44;44855;44855000;LA GUAJIRA;URUMITA;URUMITA
44;44855;44855003;LA GUAJIRA;URUMITA;SIERRA MONTAÑA
44;44874;44874000;LA GUAJIRA;VILLANUEVA;VILLANUEVA
47;47001;47001000;MAGDALENA;SANTA MARTA;SANTA MARTA
47;47001;47001001;MAGDALENA;SANTA MARTA;BONDA
47;47001;47001002;MAGDALENA;SANTA MARTA;CALABAZO
47;47001;47001003;MAGDALENA;SANTA MARTA;DON DIEGO
47;47001;47001006;MAGDALENA;SANTA MARTA;GUACHACA
47;47001;47001009;MAGDALENA;SANTA MARTA;MINCA
47;47001;47001010;MAGDALENA;SANTA MARTA;TAGANGA
47;47001;47001011;MAGDALENA;SANTA MARTA;BURITACA
47;47001;47001013;MAGDALENA;SANTA MARTA;TIGRERA
47;47001;47001022;MAGDALENA;SANTA MARTA;CABAÑAS DE BURITACA
47;47001;47001023;MAGDALENA;SANTA MARTA;CAÑAVERAL (AGUA FRÍA)
47;47001;47001024;MAGDALENA;SANTA MARTA;LAS COLINAS DE CALABAZO
47;47001;47001025;MAGDALENA;SANTA MARTA;CURVALITO
47;47001;47001026;MAGDALENA;SANTA MARTA;GUACOCHE (LA LLANTA)
47;47001;47001027;MAGDALENA;SANTA MARTA;MARKETALIA (PALOMINITO)
47;47001;47001028;MAGDALENA;SANTA MARTA;PAZ DEL CARIBE
47;47001;47001029;MAGDALENA;SANTA MARTA;PERICO AGUAO
47;47001;47001031;MAGDALENA;SANTA MARTA;LA OLLA
47;47001;47001032;MAGDALENA;SANTA MARTA;LA REVUELTA
47;47001;47001034;MAGDALENA;SANTA MARTA;EL TROMPITO
47;47001;47001035;MAGDALENA;SANTA MARTA;LA AGUACATERA
47;47001;47001036;MAGDALENA;SANTA MARTA;MACHETE PELAO
47;47001;47001038;MAGDALENA;SANTA MARTA;VALLE DE GAIRA
47;47030;47030000;MAGDALENA;ALGARROBO;ALGARROBO
47;47030;47030001;MAGDALENA;ALGARROBO;BELLA VISTA
47;47030;47030002;MAGDALENA;ALGARROBO;ESTACIÓN DEL FERROCARRIL
47;47030;47030003;MAGDALENA;ALGARROBO;ESTACIÓN LLERAS
47;47030;47030004;MAGDALENA;ALGARROBO;LOMA DEL BÁLSAMO
47;47030;47030006;MAGDALENA;ALGARROBO;RIO MAR
47;47053;47053000;MAGDALENA;ARACATACA;ARACATACA
47;47053;47053001;MAGDALENA;ARACATACA;BUENOS AIRES
47;47053;47053011;MAGDALENA;ARACATACA;CAUCA
47;47053;47053013;MAGDALENA;ARACATACA;SAMPUÉS
47;47058;47058000;MAGDALENA;ARIGUANÍ;EL DIFICIL
47;47058;47058001;MAGDALENA;ARIGUANÍ;ALEJANDRÍA
47;47058;47058003;MAGDALENA;ARIGUANÍ;PUEBLO NUEVO
47;47058;47058005;MAGDALENA;ARIGUANÍ;SAN JOSÉ DE ARIGUANÍ
47;47058;47058008;MAGDALENA;ARIGUANÍ;VADELCO
47;47058;47058009;MAGDALENA;ARIGUANÍ;CARMEN DE ARIGUANÍ
47;47161;47161000;MAGDALENA;CERRO DE SAN ANTONIO;CERRO DE SAN ANTONIO
47;47161;47161002;MAGDALENA;CERRO DE SAN ANTONIO;CANDELARIA (CAIMÁN)
47;47161;47161003;MAGDALENA;CERRO DE SAN ANTONIO;CONCEPCIÓN (COCO)
47;47161;47161005;MAGDALENA;CERRO DE SAN ANTONIO;JESÚS DEL MONTE (MICO)
47;47161;47161006;MAGDALENA;CERRO DE SAN ANTONIO;PUERTO NIÑO (CHARANGA)
47;47161;47161008;MAGDALENA;CERRO DE SAN ANTONIO;PUEBLITO LIBERAL
47;47170;47170000;MAGDALENA;CHIVOLO;CHIVOLO
47;47170;47170001;MAGDALENA;CHIVOLO;LA CHINA
47;47170;47170002;MAGDALENA;CHIVOLO;PUEBLO NUEVO
47;47170;47170003;MAGDALENA;CHIVOLO;LA ESTRELLA
47;47170;47170004;MAGDALENA;CHIVOLO;LA POLA
47;47170;47170005;MAGDALENA;CHIVOLO;PLAN
47;47189;47189000;MAGDALENA;CIÉNAGA;CIÉNAGA
47;47189;47189004;MAGDALENA;CIÉNAGA;SAN PEDRO DE LA SIERRA
47;47189;47189006;MAGDALENA;CIÉNAGA;SEVILLANO
47;47189;47189018;MAGDALENA;CIÉNAGA;PALMOR
47;47189;47189022;MAGDALENA;CIÉNAGA;CORDOBITA
47;47189;47189023;MAGDALENA;CIÉNAGA;SIBERIA
47;47189;47189024;MAGDALENA;CIÉNAGA;LA ISABEL
47;47189;47189025;MAGDALENA;CIÉNAGA;MAYA
47;47189;47189026;MAGDALENA;CIÉNAGA;SAN JAVIER
47;47205;47205000;MAGDALENA;CONCORDIA;CONCORDIA
47;47205;47205001;MAGDALENA;CONCORDIA;BÁLSAMO
47;47205;47205002;MAGDALENA;CONCORDIA;BELLAVISTA
47;47205;47205003;MAGDALENA;CONCORDIA;ROSARIO DEL CHENGUE
47;47245;47245000;MAGDALENA;EL BANCO;EL BANCO
47;47245;47245001;MAGDALENA;EL BANCO;AGUAESTRADA
47;47245;47245002;MAGDALENA;EL BANCO;ALGARROBAL
47;47245;47245003;MAGDALENA;EL BANCO;EL BARRANCO DE CHILLOA
47;47245;47245004;MAGDALENA;EL BANCO;LOS NEGRITOS
47;47245;47245005;MAGDALENA;EL BANCO;BELÉN
47;47245;47245006;MAGDALENA;EL BANCO;CAÑO DE PALMA
47;47245;47245007;MAGDALENA;EL BANCO;EL CERRITO
47;47245;47245008;MAGDALENA;EL BANCO;EL TRÉBOL
47;47245;47245010;MAGDALENA;EL BANCO;MENCHIQUEJO
47;47245;47245011;MAGDALENA;EL BANCO;HATILLO DE LA SABANA
47;47245;47245012;MAGDALENA;EL BANCO;SAN JOSÉ
47;47245;47245013;MAGDALENA;EL BANCO;SAN ROQUE
47;47245;47245014;MAGDALENA;EL BANCO;TAMALAMEQUITO
47;47245;47245016;MAGDALENA;EL BANCO;SAN FELIPE Y SAN EDUARDO
47;47245;47245018;MAGDALENA;EL BANCO;GUACAMAYAL
47;47245;47245019;MAGDALENA;EL BANCO;MALPICA
47;47245;47245020;MAGDALENA;EL BANCO;GARZÓN
47;47245;47245022;MAGDALENA;EL BANCO;ISLITAS
47;47245;47245025;MAGDALENA;EL BANCO;BOTILLERO
47;47245;47245028;MAGDALENA;EL BANCO;PUEBLO NUEVO
47;47245;47245032;MAGDALENA;EL BANCO;MATA DE CAÑA
47;47245;47245033;MAGDALENA;EL BANCO;EL CEDRO
47;47258;47258000;MAGDALENA;EL PIÑÓN;EL PIÑÓN
47;47258;47258001;MAGDALENA;EL PIÑÓN;CAMPO ALEGRE
47;47258;47258002;MAGDALENA;EL PIÑÓN;CANTAGALLAR
47;47258;47258003;MAGDALENA;EL PIÑÓN;CARRETO
47;47258;47258004;MAGDALENA;EL PIÑÓN;PLAYÓN DE OROZCO
47;47258;47258005;MAGDALENA;EL PIÑÓN;SABANAS
47;47258;47258006;MAGDALENA;EL PIÑÓN;SAN BASILIO
47;47258;47258007;MAGDALENA;EL PIÑÓN;TIO GOLLO
47;47258;47258009;MAGDALENA;EL PIÑÓN;VERANILLO
47;47258;47258010;MAGDALENA;EL PIÑÓN;LOS PATOS
47;47258;47258011;MAGDALENA;EL PIÑÓN;VÁSQUEZ
47;47258;47258012;MAGDALENA;EL PIÑÓN;LAS PALMAS
47;47258;47258013;MAGDALENA;EL PIÑÓN;LAS PAVITAS
47;47268;47268000;MAGDALENA;EL RETÉN;EL RETÉN
47;47268;47268001;MAGDALENA;EL RETÉN;SAN SEBASTIAN DEL BONGO
47;47268;47268002;MAGDALENA;EL RETÉN;LA COLOMBIA
47;47268;47268003;MAGDALENA;EL RETÉN;LAS FLORES
47;47268;47268006;MAGDALENA;EL RETÉN;LA POLVORITA
47;47268;47268007;MAGDALENA;EL RETÉN;PARATE BIEN (EL PLEITO)
47;47268;47268008;MAGDALENA;EL RETÉN;SAN JOSÉ DE HONDURAS
47;47268;47268009;MAGDALENA;EL RETÉN;LAS CABAÑITAS
47;47268;47268010;MAGDALENA;EL RETÉN;SALITRE
47;47288;47288000;MAGDALENA;FUNDACIÓN;FUNDACIÓN
47;47288;47288003;MAGDALENA;FUNDACIÓN;DOÑA MARÍA
47;47288;47288004;MAGDALENA;FUNDACIÓN;SANTA ROSA
47;47288;47288013;MAGDALENA;FUNDACIÓN;SANTA CLARA
47;47288;47288014;MAGDALENA;FUNDACIÓN;EL CINCUENTA
47;47318;47318000;MAGDALENA;GUAMAL;GUAMAL
47;47318;47318001;MAGDALENA;GUAMAL;CASA DE TABLA
47;47318;47318002;MAGDALENA;GUAMAL;GUAIMARAL
47;47318;47318003;MAGDALENA;GUAMAL;HATOVIEJO
47;47318;47318004;MAGDALENA;GUAMAL;PEDREGOSA
47;47318;47318005;MAGDALENA;GUAMAL;LOS ANDES
47;47318;47318006;MAGDALENA;GUAMAL;MURILLO
47;47318;47318008;MAGDALENA;GUAMAL;RICAURTE
47;47318;47318009;MAGDALENA;GUAMAL;SALVADORA
47;47318;47318010;MAGDALENA;GUAMAL;HURQUIJO
47;47318;47318011;MAGDALENA;GUAMAL;PLAYAS BLANCAS
47;47318;47318012;MAGDALENA;GUAMAL;SITIO NUEVO
47;47318;47318013;MAGDALENA;GUAMAL;CARRETERO
47;47318;47318014;MAGDALENA;GUAMAL;BELLAVISTA
47;47318;47318016;MAGDALENA;GUAMAL;SANTA TERESITA
47;47318;47318017;MAGDALENA;GUAMAL;SAN PEDRO
47;47318;47318018;MAGDALENA;GUAMAL;LAS FLORES
47;47318;47318019;MAGDALENA;GUAMAL;SAN ANTONIO
47;47318;47318020;MAGDALENA;GUAMAL;LA CEIBA
47;47318;47318023;MAGDALENA;GUAMAL;SAN ISIDRO
47;47318;47318024;MAGDALENA;GUAMAL;VILLA NUEVA
47;47318;47318025;MAGDALENA;GUAMAL;EL VEINTIOCHO
47;47460;47460000;MAGDALENA;NUEVA GRANADA;GRANADA
47;47460;47460001;MAGDALENA;NUEVA GRANADA;EL BAJO
47;47460;47460002;MAGDALENA;NUEVA GRANADA;LA GLORIA
47;47460;47460003;MAGDALENA;NUEVA GRANADA;LAS TINAS
47;47460;47460004;MAGDALENA;NUEVA GRANADA;LOS ANDES
47;47460;47460006;MAGDALENA;NUEVA GRANADA;SAN JOSÉ DE BALLESTERO
47;47460;47460007;MAGDALENA;NUEVA GRANADA;EL CORRAL
47;47460;47460008;MAGDALENA;NUEVA GRANADA;EL PALMAR (EL CHUZO)
47;47541;47541000;MAGDALENA;PEDRAZA;PEDRAZA
47;47541;47541001;MAGDALENA;PEDRAZA;BAHÍA HONDA
47;47541;47541003;MAGDALENA;PEDRAZA;BOMBA
47;47541;47541007;MAGDALENA;PEDRAZA;GUAQUIRÍ
47;47541;47541008;MAGDALENA;PEDRAZA;HEREDIA
47;47545;47545000;MAGDALENA;PIJIÑO DEL CARMEN;PIJIÑO
47;47545;47545001;MAGDALENA;PIJIÑO DEL CARMEN;CABRERA
47;47545;47545002;MAGDALENA;PIJIÑO DEL CARMEN;FILADELFIA
47;47545;47545003;MAGDALENA;PIJIÑO DEL CARMEN;SAN JOSÉ DE PREVENCIÓN
47;47545;47545004;MAGDALENA;PIJIÑO DEL CARMEN;CASA BLANCA
47;47545;47545005;MAGDALENA;PIJIÑO DEL CARMEN;LA LUCHA
47;47545;47545007;MAGDALENA;PIJIÑO DEL CARMEN;EL DIVIDIVI
47;47545;47545008;MAGDALENA;PIJIÑO DEL CARMEN;EL BRILLANTE
47;47551;47551000;MAGDALENA;PIVIJAY;PIVIJAY
47;47551;47551001;MAGDALENA;PIVIJAY;LA AVIANCA
47;47551;47551002;MAGDALENA;PIVIJAY;CARABALLO
47;47551;47551003;MAGDALENA;PIVIJAY;CHINOBLAS
47;47551;47551005;MAGDALENA;PIVIJAY;SAN JOSÉ DE LA MONTAÑA(GARRAPATA)
47;47551;47551006;MAGDALENA;PIVIJAY;LAS CANOAS
47;47551;47551007;MAGDALENA;PIVIJAY;LAS PIEDRAS
47;47551;47551008;MAGDALENA;PIVIJAY;MEDIALUNA
47;47551;47551010;MAGDALENA;PIVIJAY;CARMEN DEL MAGDALENA (PARACO)
47;47551;47551011;MAGDALENA;PIVIJAY;PARAÍSO
47;47551;47551012;MAGDALENA;PIVIJAY;PIÑUELAS
47;47551;47551013;MAGDALENA;PIVIJAY;PLACITAS
47;47551;47551017;MAGDALENA;PIVIJAY;LA RETIRADA
47;47555;47555000;MAGDALENA;PLATO;PLATO
47;47555;47555001;MAGDALENA;PLATO;APURE
47;47555;47555002;MAGDALENA;PLATO;CARMEN DEL MAGDALENA
47;47555;47555005;MAGDALENA;PLATO;ZARATE
47;47555;47555006;MAGDALENA;PLATO;AGUAS VIVAS
47;47555;47555007;MAGDALENA;PLATO;CIÉNEGUETA
47;47555;47555008;MAGDALENA;PLATO;CERRO GRANDE
47;47555;47555011;MAGDALENA;PLATO;SAN JOSÉ DEL PURGATORIO
47;47555;47555015;MAGDALENA;PLATO;DISCIPLINA
47;47555;47555017;MAGDALENA;PLATO;SAN ANTONIO DEL RÍO
47;47555;47555018;MAGDALENA;PLATO;BUENA VISTA
47;47555;47555020;MAGDALENA;PLATO;LOS POZOS
47;47555;47555021;MAGDALENA;PLATO;CINCO Y SEIS
47;47555;47555022;MAGDALENA;PLATO;LAS PLANADAS
47;47570;47570000;MAGDALENA;PUEBLOVIEJO;PUEBLOVIEJO
47;47570;47570001;MAGDALENA;PUEBLOVIEJO;BOCAS DE ARACATACA
47;47570;47570002;MAGDALENA;PUEBLOVIEJO;ISLA DEL ROSARIO
47;47570;47570003;MAGDALENA;PUEBLOVIEJO;PALMIRA
47;47570;47570004;MAGDALENA;PUEBLOVIEJO;TASAJERA
47;47570;47570005;MAGDALENA;PUEBLOVIEJO;TIERRA NUEVA
47;47570;47570007;MAGDALENA;PUEBLOVIEJO;EL TRIUNFO
47;47570;47570008;MAGDALENA;PUEBLOVIEJO;ISLA DE CATAQUITA
47;47570;47570009;MAGDALENA;PUEBLOVIEJO;NUEVA FRONTERA
47;47570;47570010;MAGDALENA;PUEBLOVIEJO;SAN JUAN DE PALOS PRIETOS (LA MONTAÑA)
47;47605;47605000;MAGDALENA;REMOLINO;REMOLINO
47;47605;47605002;MAGDALENA;REMOLINO;CORRAL VIEJO
47;47605;47605003;MAGDALENA;REMOLINO;EL DIVIDIVI
47;47605;47605004;MAGDALENA;REMOLINO;SAN RAFAEL DE BUENAVISTA
47;47605;47605005;MAGDALENA;REMOLINO;SANTA RITA
47;47605;47605006;MAGDALENA;REMOLINO;EL SALAO
47;47605;47605007;MAGDALENA;REMOLINO;MARTINETE
47;47605;47605008;MAGDALENA;REMOLINO;LAS CASITAS
47;47660;47660000;MAGDALENA;SABANAS DE SAN ÁNGEL;SAN ÁNGEL
47;47660;47660002;MAGDALENA;SABANAS DE SAN ÁNGEL;CASA DE TABLA
47;47660;47660003;MAGDALENA;SABANAS DE SAN ÁNGEL;CESPEDES
47;47660;47660005;MAGDALENA;SABANAS DE SAN ÁNGEL;FLORES DE MARÍA
47;47660;47660007;MAGDALENA;SABANAS DE SAN ÁNGEL;LA HORQUETA
47;47660;47660009;MAGDALENA;SABANAS DE SAN ÁNGEL;SAN ROQUE
47;47660;47660010;MAGDALENA;SABANAS DE SAN ÁNGEL;EL MANANTIAL
47;47660;47660011;MAGDALENA;SABANAS DE SAN ÁNGEL;PUEBLITO DE LOS BARRIOS
47;47660;47660013;MAGDALENA;SABANAS DE SAN ÁNGEL;ESTACIÓN VILLA
47;47660;47660014;MAGDALENA;SABANAS DE SAN ÁNGEL;MONTERRUBIO
47;47660;47660015;MAGDALENA;SABANAS DE SAN ÁNGEL;PARAPETO
47;47675;47675000;MAGDALENA;SALAMINA;SALAMINA
47;47675;47675001;MAGDALENA;SALAMINA;GUÁIMARO
47;47675;47675005;MAGDALENA;SALAMINA;EL SALAO
47;47675;47675006;MAGDALENA;SALAMINA;LA LOMA
47;47675;47675007;MAGDALENA;SALAMINA;LA LOMITA
47;47692;47692000;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;SAN SEBASTIÁN DE BUENAVISTA
47;47692;47692001;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;BUENAVISTA
47;47692;47692002;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;EL COCO
47;47692;47692003;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;LA PACHA
47;47692;47692004;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;LAS MARGARITAS
47;47692;47692005;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;LOS GALVIS
47;47692;47692006;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;MARÍA ANTONIA
47;47692;47692007;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;SAN RAFAEL
47;47692;47692008;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;SANTA ROSA
47;47692;47692009;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;TRONCOSITO
47;47692;47692010;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;TRONCOSO
47;47692;47692011;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;VENERO
47;47692;47692013;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;EL SEIS
47;47692;47692018;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;SAN VALENTÍN
47;47692;47692019;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;PUEBLO NUEVO
47;47703;47703000;MAGDALENA;SAN ZENÓN;SAN ZENÓN
47;47703;47703001;MAGDALENA;SAN ZENÓN;ANGOSTURA
47;47703;47703002;MAGDALENA;SAN ZENÓN;BERMEJAL
47;47703;47703003;MAGDALENA;SAN ZENÓN;EL PALOMAR
47;47703;47703004;MAGDALENA;SAN ZENÓN;JANEIRO
47;47703;47703005;MAGDALENA;SAN ZENÓN;LA MONTAÑA
47;47703;47703006;MAGDALENA;SAN ZENÓN;PEÑONCITO
47;47703;47703007;MAGDALENA;SAN ZENÓN;SANTA TERESA
47;47703;47703008;MAGDALENA;SAN ZENÓN;GUINEA
47;47703;47703009;MAGDALENA;SAN ZENÓN;EL HORNO
47;47703;47703010;MAGDALENA;SAN ZENÓN;PUERTO ARTURO
